,Package Handler,Driver Helper,Package Delivery Driver,Warehouse Associate,Automotive Mechanic,Facilities Mechanic,Feeder Driver,UPS Freight Over-the-Road (OTR) Driver,Part-Time Operations Supervisor,Business Analyst,Sales Representative,,,
Navy,Y,Y,Y,,,,,,,,Y,OS,Operations Specialist ,"Supervised and controlled aircraft in tactical operations. Operated and supervised the operation of radar, NTDS, communications and associated equipment in the exercise of air control functions. Participated in search-and-rescue and aircraft emergency operations. Ensured correct positioning of aircraft in specified areas, air corridors, and approach or departure tunnels."
Navy,Y,Y,Y,,,,,,,,Y,IS,Intelligence Specialist ,Presented and prepared intelligence briefings. Prepared material for use in mission planning. Maintained files and libraries.
Navy,Y,Y,Y,,,,,,,,Y,STG,"Sonar Technician, Surface ","Operated surface sonar and other oceanographic systems. Controlled, evaluated and interpreted sonar and oceanographic data. "
Navy,Y,Y,Y,,,,,,,,Y,STS,"Sonar Technician, Submarine ",Operated and conducted maintenance on submarines and associated equipment.
Navy,Y,Y,Y,,,,,,,,Y,CTM,Cryptologic Technician - Maintenance ,"Installed, tested, troubleshot, repaired and replaced cryptologic networks, physical security systems, electronic equipment, antennas, personal computers, auxiliary equipment, and digital and optical interfaces."
Navy,Y,Y,Y,,,,,,,,Y,CTI,Cryptologic Technician - Interpretive ,"Graduate of language training at the Defense Language Institute (DLI). Specialist in the analysis of foreign language materials and preparation of statistical studies and technical reports. Operated sophisticated state-of-the-art electronic receivers, magnetic recording devices, computer systems and associated peripherals in the communications signals environment. Expert in operating sophisticated computer-assisted information systems and working with classified material. Expert in translating, interpreting and transcribing foreign language communications data."
Navy,Y,Y,Y,,,,,,,,Y,CTN,Cryptologic Technician - Networks ,"Operated and repaired the most sophisticated computer network operations across global networks. Received advanced training in computer network operations, using state-of-the-art technology. A combination of technical and analytical computer network skills provided the situational awareness required to plan and execute informational operations (IO) actions/counteractions. Provided technical expertise in network-centric operations. Detected, protected, reacted and responded to threats against networks. Defended against external and internal threats through in-depth technical and nontechnical methods."
Navy,Y,Y,Y,,,,,,,,Y,CTT,Cryptologic Technician - Technical ,"Operated and maintained electronic sensors and computer systems. Collected, analyzed, exploited and disseminated strategic data."
Navy,Y,Y,Y,,,,,,,,Y,CTR,Cryptologic Technician - Collection ,Controlled and safeguarded access to sensitive material and information systems. Provided tactical and strategic signals intelligence and technical guidance.
Navy,Y,Y,Y,,Y,Y,,,,,Y,AWF,Naval Aircrewman (Mechanical),"Completed aircraft maintenance, weight and balance calculations, and aircraft systems rigging. Performed both in-flight and ground duties. "
Navy,Y,Y,Y,,,,,,,,Y,AWO,Naval Aircrewman (Operator) ,"Handled ordnance, inspected acoustic station equipment and operated mission equipment such as advanced imaging multispectral sensors and radar for flight safety."
Navy,Y,Y,Y,,,,,,,,Y,AWS,Naval Aircrewman (Helicopter) ,"Controlled and supervised aircraft in tactical operations. Operated and supervised the operation of radar, NTDS, communications and associated equipment in the exercise of air control functions. Participated in search-and-rescue and aircraft emergency operations. Ensured correct positioning of aircraft in specified areas, air corridors, and approach or departure tunnels."
Navy,Y,Y,Y,,,,,,,,Y,AWV,Naval Aircrewman (Avionics) ,"Managed and operated the most advanced electronics equipment in the world. Solved issues related to the computer-controlled weapon system on sophisticated fighter aircraft ashore or at sea. Expert in computers to support state-of-the-art equipment, and power distribution systems to support aircraft electrical systems. Performed numerous in-flight duties and operated radar and weapon systems in turbojet, helicopter or propeller aircraft."
Navy,Y,Y,Y,,,,,,,,Y,UCT,Seabee UCT Diver Challenge,"Conducted underwater construction and expedient repair tasks using cutting, welding, grinding, concrete placement, component assembly, system installation, underwater material inspection and precision explosive demolition."
Navy,Y,Y,Y,,,,,,,,Y,ET,Electronics Technician ,"Responsible for care, repair, tuning, adjusting and operation of electronic equipment used to send and receive messages, computer information systems, long-range radar, and calibration of test equipment. "
Navy,Y,Y,Y,,,,,,,,Y,FC,Fire Controlman ,"Operated, maintained and repaired fire control radars, mainframe computers, large screen displays and local area networks."
Navy,Y,Y,Y,,,,,,,,Y,Nuke ET,Electronics Technician (Nuclear),"Supervised, operated and maintained nuclear propulsion plants and associated equipment. Tested, calibrated, maintained and repaired electronic and hydraulic-electric systems that support reactor plant operations."
Navy,Y,Y,Y,,,,,,,,Y,Nuke MM,Machinist's Mate (Nuclear),"Operated, maintained and repaired ship propulsion machinery, auxiliary equipment and outside machinery such as air compressors, distilling plants, propulsion turbines and electric power generation turbines. "
Navy,Y,Y,Y,,,,,,,,Y,Nuke EM,Electrician's Mate (Nuclear),"Performed duties in nuclear propulsion plants operating reactor control, propulsion and power-generation systems. Controlled equipment and electrical equipment; operated and performed organizational and intermediate maintenance on power and lighting circuits, electrical fixtures, motors, generators, voltage and frequency regulators, controllers, distribution switchboards and other electrical equipment. Served aboard nuclear-powered ships and submarines to maintain the control subsystems in nuclear reactors."
Navy,Y,Y,Y,,,,,,,,Y,SECF,Submarine Electronics/Computer Field ,"Operated and maintained advanced electronics equipment, digital systems and computers used in sonar, navigation and communications systems."
Navy,Y,Y,Y,,,,,,Y,,Y,BDCP,Baccalaureate Degree Completion Program,Completed undergraduate degree after being selected for the highly competitive officer program.
Navy,Y,Y,Y,,,,,,Y,,Y,NROTC,Navy Reserve Officer Training Corps,Completed undergraduate degree while participating in officer training drills and programs.
Navy,Y,Y,Y,,,,,,Y,,Y,AMDO,Aerospace Maintenance Duty Officer,"Formally trained with a technical and managerial education. Used extensive fleet experience to provide leadership at all levels of integrated logistics and operational support of aviation. No other designator mirrors AMDO education, fleet experience and knowledge of the integrated logistics system. Provided full-time professional management of organizational (squadron), intermediate (repair facility) and depot-level (industrial facility) maintenance organizations. Influenced emerging aviation weapons system designs to reduce, simplify or eliminate the requirement for maintenance actions."
Navy,Y,Y,Y,,,,,,Y,,Y,AOC,Naval Aviation - Pilot,"Tracked enemy submarines from above the ocean's surface. Controlled the onboard communications system on any of over 6,000 state-of-the-art aircraft. Took part in anti-submarine warfare and mine countermeasures, as well as search and rescue operations and vertical replenishment missions. Received specialized training on the advanced tactical systems found on Navy aircraft. Conducted enemy surveillance by collecting photographic intelligence.    "
Navy,Y,Y,Y,,,,,,Y,,Y,NFOC,Naval Aviation - Naval Flight Officer,"Flew aircraft to assigned destinations and followed prescribed routes as closely as possible. Created reports and logs about each flight taken. Trained and specialized in EA-6B Prowler electronic countermeasures aircraft, F/A-18 Hornet and Super Hornet jet fighters, E-2C Hawkeye early warning and control aircraft, and P-3C anti-submarine aircraft. Electronically detected and tracked ships, submarines, aircraft and missiles."
Navy,Y,Y,Y,,,,,,,,Y,,Chaplain (Direct Appointment),"Conducted religious services, provided pastoral counseling and spiritual leadership, supplied religious education, facilitated the free exercise of religion for all faiths, and served men and women of many religious backgrounds. Directed a crucial role in the mission to provide advice, support and spiritual nurturing for both the active duty and dependents. Organized and directed educational programs, performed the sacraments of the faith, directed weekly worship services, and oversaw outreach programs, youth group programs, and hospital and home visitations to the injured and their families."
Navy,Y,Y,Y,,,,,,,,Y,,Chaplain (Student Selection Program),Chaplain-in-training who had to complete requisites of undergraduate or graduate education. Assisted the chaplain in sharing workload under supervision of chaplain. Frequently served as youth minister and participated in hospital and home visitations. Assisted with religious education to younger members.
Navy,Y,Y,Y,,,,,,,,Y,,Civil Engineer,"Reviewed designs and prepared, solicited and awarded contract bid packages. Supervised construction, identified problems and devised solutions for contracted work. "
Navy,Y,Y,Y,,,,,,,,Y,,CEC Collegiate,"Reviewed designs and prepared, solicited and awarded contract bid packages as primary contact. Operated and maintained the on-shore facilities and utility systems."
Navy,Y,Y,Y,,,,,,,,Y,,Cryptology,"Led and performed responsibilities in the areas of collection, analyses, reporting, administration, communications and information systems security."
Navy,Y,Y,Y,,,,,,Y,,Y,EDO,Engineering Duty Officer,"Recognized as technical leader of the United States Navy. Led a group of highly educated staff who had a broad continuum of operational experience and engineering expertise. Developed and refined system-engineered, cost-effective solutions to meet fleet requirements. Led the integration of research and development, design, acquisition, construction, modernization and life cycle management."
Navy,Y,Y,Y,,,,,,,,Y,INTEL,Intelligence,"Analyzed intelligence data, broke down information to determine its usefulness, and prepared materials that detailed the features of strategic and tactical areas all over the world. Assembled and analyzed multisource operational intelligence. Prepared and presented intelligence briefings. Prepared materials for photographic reconnaissance missions; analyzed the results and prepared reports. Provided day-to-day intelligence analyses and support. Managed the prioritization of requirements and the tasking of resources to collect intelligence information."
